Author,Title,Ban Status,Secondary Author(s),Illustrator(s),Translator(s),State,District,Date of Challenge/Removal,Origin of Challenge,Academic Year
"Angelou, Maya",I Know Why The Caged Bird Sings,Banned Pending Investigation,,,,Pennsylvania,Penncrest School District,February 2023,Administration,2022-2023
Anonymous,Noah's Ark: Words from the Book of Genesis,Banned from Libraries and Classrooms,,"Ray, Jane",,Florida,Brevard Public Schools,June 2023,Informal Challenge,2022-2023
Anonymous,Read with Me Bible: An NIV Story Bible for Children,Banned from Libraries and Classrooms,,"Jones, Dennis",,Florida,Brevard Public Schools,June 2023,Informal Challenge,2022-2023
Anonymous,The Beginner's Bible: Timeless Bible Stories,Banned from Libraries and Classrooms,,"Pulley, Kelly",,Florida,Brevard Public Schools,June 2023,Informal Challenge,2022-2023
Anonymous,The Christmas Story: According to the Gospels of Matthew and Luke from the King James Bible,Banned from Libraries and Classrooms,,"Spirin, Gennady",,Florida,Brevard Public Schools,June 2023,Informal Challenge,2022-2023
Anonymous,"The Easter Story: According to the Gospels of Matthew, Luke, and John from the King James Bible",Banned from Libraries and Classrooms,,"Spirin, Gennady",,Florida,Brevard Public Schools,June 2023,Informal Challenge,2022-2023
Anonymous,The Holy Bible (King James Version),Banned from Libraries and Classrooms,The Gideon's International,,,Florida,Brevard Public Schools,June 2023,Informal Challenge,2022-2023
Anonymous,The Holy Bible (King James Version),Banned Pending Investigation,The Gideon's International,,,Pennsylvania,Penncrest School District,February 2023,Administration,2022-2023
Anonymous,"The Holy Bible: Revised Standard Version Containing the Old and New Testaments, with the Apocrypha/Deuterocanonical Books",Banned from Libraries and Classrooms,,,,Florida,Brevard Public Schools,June 2023,Informal Challenge,2022-2023
Anonymous,The New American Bible,Banned Pending Investigation,,,,Pennsylvania,Penncrest School District,February 2023,Administration,2022-2023
"Araki, Hirohiko","Jojo's Bizarre Adventure: Part 1 - Phantom Blood, Vol. 1",Banned from Libraries,,,"Galloway, Evan",Texas,Frisco Independent School District,October 2022,Administration,2022-2023
"Araki, Hirohiko","Jojo's Bizarre Adventure: Part 1 - Phantom Blood, Vol. 2",Banned from Libraries,,,"Galloway, Evan",Texas,Frisco Independent School District,October 2022,Administration,2022-2023
"Araki, Hirohiko","Jojo's Bizarre Adventure: Part 1 - Phantom Blood, Vol. 3",Banned from Libraries,,,"Galloway, Evan",Texas,Frisco Independent School District,October 2022,Administration,2022-2023
"Armentrout, Jennifer L.",Every Last Breath,Banned Pending Investigation,,,,Florida,Clay County School District,AY 2022-2023,Administration/Formal Challenge,2022-2023
"Armentrout, Jennifer L.",From Blood and Ash,Banned Pending Investigation,,,,Florida,Escambia County Public Schools,September 2022,Formal Challenge,2022-2023
"Armentrout, Jennifer L.",From Blood and Ash,Banned Pending Investigation,,,,Florida,St. John's County School District,January 2023,Formal Challenge,2022-2023
"Armentrout, Jennifer L.",Grace and Glory,Banned Pending Investigation,,,,Florida,Clay County School District,AY 2022-2023,Administration/Formal Challenge,2022-2023
"Armentrout, Jennifer L.",Kingdom of Flesh and Fire,Banned Pending Investigation,,,,Florida,Escambia County Public Schools,October 2022,Formal Challenge,2022-2023
"Armentrout, Jennifer L.",Kingdom of Flesh and Fire,Banned Pending Investigation,,,,Florida,St. John's County School District,January 2023,Formal Challenge,2022-2023
"Armentrout, Jennifer L.",Obsidian,Banned Pending Investigation,,,,Idaho,Kuna School District,February 2023,Administration,2022-2023
"Armentrout, Jennifer L.",Rage and Ruin,Banned Pending Investigation,,,,Florida,Clay County School District,AY 2022-2023,Administration/Formal Challenge,2022-2023
"Armentrout, Jennifer L.",Storm and Fury,Banned Pending Investigation,,,,Florida,Clay County School District,AY 2022-2023,Administration/Formal Challenge,2022-2023
"Armstrong, Kelley",Watcher in the Woods: A Rockton Novel,Banned Pending Investigation,,,,Texas,Frisco Independent School District,October 2022,Administration,2022-2023
"Arnold, Elana K.",Damsel,Banned from Libraries and Classrooms,,,,Florida,Clay County School District,AY 2022-2023,Administration/Formal Challenge,2022-2023
"Arnold, Elana K.",Damsel,Banned Pending Investigation,,,,Florida,Escambia County Public Schools,October 2022,Formal Challenge,2022-2023
"Arnold, Elana K.",Damsel,Banned from Libraries and Classrooms,,,,Florida,Flagler Schools,April 2023,Formal Challenge,2022-2023
"Arnold, Elana K.",Damsel,Banned Pending Investigation,,,,Florida,Marion County Public Schools,AY 2022-2023,Formal Challenge,2022-2023
"Arnold, Elana K.",Damsel,Banned from Libraries and Classrooms,,,,Florida,Martin County Schools,February 2023,Formal Challenge,2022-2023
"Arnold, Elana K.",Damsel,Banned from Libraries,,,,Florida,School District of Manatee County,July 2022,Legislative Action,2022-2023
"Arnold, Elana K.",Damsel,Banned from Libraries and Classrooms,,,,Florida,Volusia County Schools,June 2023,Administration,2022-2023
"Arnold, Elana K.",Damsel,Banned Pending Investigation,,,,North Carolina,Pender County Schools,February 2023,Administration,2022-2023
"Arnold, Elana K.",Damsel,Banned Pending Investigation,,,,North Dakota,Williston Basin School District #7,September 2022,Informal Challenge,2022-2023
"Arnold, Elana K.",Damsel,Banned Pending Investigation,,,,Pennsylvania,Penncrest School District,February 2023,Administration,2022-2023
"Arnold, Elana K.",Damsel,Banned Pending Investigation,,,,South Carolina,Beaufort County School District,October 2022,Informal Challenge,2022-2023
"Arnold, Elana K.",Damsel,Banned from Libraries and Classrooms,,,,Texas,Conroe Independent School District,Spring 2023,Administration,2022-2023
"Arnold, Elana K.",Damsel,Banned from Libraries and Classrooms,,,,Texas,Frisco Independent School District,August 2022,Administration,2022-2023
"Arnold, Elana K.",Damsel,Banned from Libraries and Classrooms,,,,Utah,Alpine School District,November 2022,Legislative Action,2022-2023
"Arnold, Elana K.",Damsel,Banned from Libraries and Classrooms,,,,Utah,Davis School District,December 2022,Formal Challenge,2022-2023
"Arnold, Elana K.",Damsel,Banned from Libraries and Classrooms,,,,Utah,Washington County School District,July 2022,Informal Challenge,2022-2023
"Arnold, Elana K.",Damsel,Banned Pending Investigation,,,,Wisconsin,School District of Somerset,February 2023,Formal Challenge,2022-2023
"Arnold, Elana K.",Infandous,Banned Pending Investigation,,,,Florida,Escambia County Public Schools,September 2022,Formal Challenge,2022-2023
"Arnold, Elana K.",Infandous,Banned Pending Investigation,,,,Florida,Marion County Public Schools,AY 2022-2023,Formal Challenge,2022-2023
"Arnold, Elana K.",Infandous,Banned Pending Investigation,,,,Pennsylvania,Penncrest School District,February 2023,Administration,2022-2023
"Arnold, Elana K.",Infandous,Banned from Libraries and Classrooms,,,,Utah,Canyons School District,AY 2022-2023,Formal Challenge,2022-2023
"Arnold, Elana K.",Infandous,Banned from Libraries and Classrooms,,,,Utah,Davis School District,November 2022,Formal Challenge,2022-2023
"Arnold, Elana K.",Red Hood,Banned from Libraries and Classrooms,,,,Florida,Clay County School District,AY 2022-2023,Administration/Formal Challenge,2022-2023
"Arnold, Elana K.",Red Hood,Banned Pending Investigation,,,,Florida,Escambia County Public Schools,September 2022,Formal Challenge,2022-2023
"Arnold, Elana K.",Red Hood,Banned Pending Investigation,,,,Florida,Marion County Public Schools,AY 2022-2023,Formal Challenge,2022-2023
"Arnold, Elana K.",Red Hood,Banned from Libraries and Classrooms,,,,Florida,School District of Manatee County,July 2022,Legislative Action,2022-2023
"Arnold, Elana K.",Red Hood,Banned from Libraries and Classrooms,,,,Florida,Volusia County Schools,March 2023,Administration,2022-2023
"Arnold, Elana K.",Red Hood,Banned Pending Investigation,,,,Iowa,Carroll Community School District,August 2022,Informal Challenge,2022-2023
